Clinostomus funduloides,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Clinostomus;funduloides,
Campostoma ornatum,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Campostoma;ornatum,
Erimystax dissimilis,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Erimystax;dissimilis,
Exoglossum laurae,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Exoglossum;laurae,
Exoglossum maxillingua,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Exoglossum;maxillingua,
Erimystax x-punctatus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Erimystax;x-punctatus,
Hybognathus nuchalis,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybognathus;nuchalis,
Macrhybopsis aestivalis,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Macrhybopsis;aestivalis,
Mylocheilus caurinus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Mylocheilus;caurinus,
Macrhybopsis storeriana,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Macrhybopsis;storeriana,
Nocomis biguttatus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Nocomis;biguttatus,
Nocomis leptocephalus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Nocomis;leptocephalus,
Oregonichthys crameri,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Oregonichthys;crameri,
Oregonichthys kalawatseti,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Oregonichthys;kalawatseti,
Pogonichthys macrolepidotus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Pogonichthys;macrolepidotus,
Richardsonius balteatus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Richardsonius;balteatus,
Richardsonius egregius,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Richardsonius;egregius,
Rhinichthys osculus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Rhinichthys;osculus,
Tiaroga cobitis,NA,
Phenacobius crassilabrum,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Phenacobius;crassilabrum,
Phenacobius teretulus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Phenacobius;teretulus,
Phenacobius uranops,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Phenacobius;uranops,
Chlorophthalmus sp. NI51,NA,
Alepisaurus ferox,Animalia;Chordata;Teleostei;Aulopiformes;Alepisauridae;Alepisaurus;ferox,
Neoscopelus macrolepidotus,Animalia;Chordata;Teleostei;Myctophiformes;Neoscopelidae;Neoscopelus;macrolepidotus,
Polymixia berndti,Animalia;Chordata;Teleostei;Polymixiiformes;Polymixiidae;Polymixia;berndti,
Cetostoma regani,Animalia;Chordata;Teleostei;Beryciformes;Cetomimidae;Cetostoma;regani,
Cetomimus sp. NI1144,NA,
Cetomimus sp. NI1148,NA,
Gyrinomimus sp. B,NA,
Gyrinomimus cf. myersi,NA,
Rondeletia loricata,Animalia;Chordata;Teleostei;Beryciformes;Rondeletiidae;Rondeletia;loricata,
Barbourisia rufa,Animalia;Chordata;Teleostei;Beryciformes;Barbourisiidae;Barbourisia;rufa,
Sio nordenskjoldii,Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Sio;nordenskjoldii,
Poromitra crassiceps,Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Poromitra;crassiceps,
Diretmus argenteus,Animalia;Chordata;Teleostei;Trachichthyiformes;Diretmidae;Diretmus;argenteus,
Beryx splendens,Animalia;Chordata;Teleostei;Beryciformes;Berycidae;Beryx;splendens,
Centroberyx australis,Animalia;Chordata;Teleostei;Beryciformes;Berycidae;Centroberyx;australis,
Cleidopus gloriamaris,Animalia;Chordata;Teleostei;Trachichthyiformes;Monocentridae;Cleidopus;gloriamaris,
Anoplogaster cornuta,Animalia;Chordata;Teleostei;Trachichthyiformes;Anoplogastridae;Anoplogaster;cornuta,
Myripristis kuntee,Animalia;Chordata;Teleostei;Holocentriformes;Holocentridae;Myripristis;kuntee,
Sargocentron caudimaculatum,Animalia;Chordata;Teleostei;Holocentriformes;Holocentridae;Sargocentron;caudimaculatum,
Cyttus australis,Animalia;Chordata;Teleostei;Zeiformes;Cyttidae;Cyttus;australis,
Zeus faber,Animalia;Chordata;Teleostei;Zeiformes;Zeidae;Zeus;faber,
Atherinomorus ogilbyi,NA,
Hyporhamphus regularis,Animalia;Chordata;Teleostei;Beloniformes;Hemiramphidae;Hyporhamphus;regularis,
Aphyosemion elberti,Animalia;Chordata;Teleostei;Cyprinodontiformes;Nothobranchiidae;Aphyosemion;elberti,
Nothobranchius furzeri,Animalia;Chordata;Teleostei;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;furzeri,
Epiplatys singa,Animalia;Chordata;Teleostei;Cyprinodontiformes;Nothobranchiidae;Epiplatys;singa,
Scriptaphyosemion geryi,Animalia;Chordata;Teleostei;Cyprinodontiformes;Nothobranchiidae;Scriptaphyosemion;geryi,
Cynopoecilus melanotaenia,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Cynopoecilus;melanotaenia,
Nematolebias whitei,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Nematolebias;whitei,
Xenurolebias myersi,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Xenurolebias;myersi,
Ophthalmolebias bokermanni,NA,
Hypsolebias magnificus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Hypsolebias;magnificus,
Austrolebias alexandri,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Austrolebias;alexandri,
Austrolebias bellottii,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Austrolebias;bellottii,
Rivulus cylindraceus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Rivulus;cylindraceus,
Rivulus roloffi,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Rivulus;roloffi,
Laimosemion tecminae,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Laimosemion;tecminae,
Laimosemion gransabanae,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Laimosemion;gransabanae,
Laimosemion breviceps,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Laimosemion;breviceps,
Atlantirivulus haraldsiolii,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Atlantirivulus;haraldsiolii,
Cynodonichthys magdalenae,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Cynodonichthys;magdalenae,
Cynodonichthys brunneus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Cynodonichthys;brunneus,
Cynodonichthys frommi,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Cynodonichthys;frommi,
Cynodonichthys weberi,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Cynodonichthys;weberi,
Melanorivulus pictus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Melanorivulus;pictus,
Anablepsoides ornatus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Anablepsoides;ornatus,
Anablepsoides iridescens,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Anablepsoides;iridescens,
Anablepsoides cryptocallus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Anablepsoides;cryptocallus,
Rivulus sp. 'Supamo',NA,
Anablepsoides waimacui,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Anablepsoides;waimacui,
Anablepsoides stagnatus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Anablepsoides;stagnatus,
Trigonectes aplocheiloides,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Trigonectes;aplocheiloides,
Trigonectes rubromarginatus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Trigonectes;rubromarginatus,
Neofundulus ornatipinnis,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Neofundulus;ornatipinnis,
Neofundulus sp. Paraguay,NA,
Maratecoara formosa,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Maratecoara;formosa,
Austrofundulus limnaeus,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Austrofundulus;limnaeus,
Llanolebias stellifer,Animalia;Chordata;Teleostei;Cyprinodontiformes;Rivulidae;Llanolebias;stellifer,
Amblyraja radiata,Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Amblyraja;radiata,
Prognathodes aculeatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Prognathodes;aculeatus,
Chaetodon argentatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;argentatus,
Chaetodon aureofasciatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;aureofasciatus,
Chaetodon auriga,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;auriga,
Chaetodon austriacus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;austriacus,
Chaetodon baronessa,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;baronessa,
Chaetodon citrinellus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;citrinellus,
Chaetodon collare,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;collare,
Chaetodon decussatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;decussatus,
Chaetodon ephippium,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;ephippium,
Chaetodon flavirostris,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;flavirostris,
Chaetodon guttatissimus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;guttatissimus,
Chaetodon kleinii,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;kleinii,
Chaetodon larvatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;larvatus,
Chaetodon lineolatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;lineolatus,
Chaetodon lunula,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;lunula,
Chaetodon melannotus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;melannotus,
Chaetodon mesoleucos,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;mesoleucos,
Chaetodon meyeri,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;meyeri,
Chaetodon ocellicaudus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;ocellicaudus,
Chaetodon octofasciatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;octofasciatus,
Chaetodon ornatissimus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;ornatissimus,
Chaetodon oxycephalus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;oxycephalus,
Chaetodon plebeius,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;plebeius,
Chaetodon punctatofasciatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;punctatofasciatus,
Chaetodon rafflesii,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;rafflesii,
Chaetodon rainfordi,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;rainfordi,
Chaetodon speculum,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;speculum,
Chaetodon trifascialis,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;trifascialis,
Chaetodon trifasciatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;trifasciatus,
Chaetodon ulietensis,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;ulietensis,
Chaetodon vagabundus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;vagabundus,
Chaetodon xanthurus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chaetodon;xanthurus,
Chelmon rostratus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Chelmon;rostratus,
Coradion altivelis,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Coradion;altivelis,
Coradion chrysozonus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Coradion;chrysozonus,
Hemitaurichthys polylepis,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Hemitaurichthys;polylepis,
Hemitaurichthys zoster,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Hemitaurichthys;zoster,
Heniochus acuminatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Heniochus;acuminatus,
Heniochus chrysostomus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Heniochus;chrysostomus,
Heniochus pleurotaenia,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Heniochus;pleurotaenia,
Heniochus varius,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Heniochus;varius,
Parachaetodon ocellatus,Animalia;Chordata;Teleostei;Acanthuriformes;Chaetodontidae;Parachaetodon;ocellatus,
Apolemichthys xanthurus,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Apolemichthys;xanthurus,
Centropyge aurantia,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;aurantia,
Centropyge bicolor,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;bicolor,
Centropyge bispinosa,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;bispinosa,
Centropyge eibli,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;eibli,
Centropyge ferrugata,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;ferrugata,
Centropyge flavicauda,NA,
Centropyge flavissima,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;flavissima,
Centropyge loricula,NA,
Paracentropyge multifasciata,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Paracentropyge;multifasciata,
Centropyge multispinis,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;multispinis,
Centropyge nox,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;nox,
Centropyge potteri,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;potteri,
Centropyge tibicen,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;tibicen,
Centropyge venusta,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;venusta,
Centropyge vrolikii,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Centropyge;vrolikii,
Chaetodontoplus caeruleopunctatus,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Chaetodontoplus;caeruleopunctatus,
Chaetodontoplus duboulayi,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Chaetodontoplus;duboulayi,
Chaetodontoplus melanosoma,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Chaetodontoplus;melanosoma,
Chaetodontoplus meredithi,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Chaetodontoplus;meredithi,
Genicanthus lamarck,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Genicanthus;lamarck,
Genicanthus melanospilos,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Genicanthus;melanospilos,
Pomacanthus annularis,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pomacanthus;annularis,
Pomacanthus imperator,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pomacanthus;imperator,
Pomacanthus navarchus,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pomacanthus;navarchus,
Pomacanthus semicirculatus,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pomacanthus;semicirculatus,
Pomacanthus sexstriatus,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pomacanthus;sexstriatus,
Pomacanthus xanthometopon,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pomacanthus;xanthometopon,
Pygoplites diacanthus,Animalia;Chordata;Teleostei;Acanthuriformes;Pomacanthidae;Pygoplites;diacanthus,
Brachymystax lenok,Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Brachymystax;lenok,
Oncorhynchus keta,Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;keta,
Oncorhynchus mykiss,Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;mykiss,
Cryptotomus roseus,Animalia;Chordata;Teleostei;Eupercaria/misc;Scaridae;Cryptotomus;roseus,
Nicholsina usta,Animalia;Chordata;Teleostei;Eupercaria/misc;Scaridae;Nicholsina;usta,
Sparisoma rubripinne,Animalia;Chordata;Teleostei;Eupercaria/misc;Scaridae;Sparisoma;rubripinne,
Pylodictis olivaris,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Pylodictis;olivaris,
Noturus insignis,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;insignis,
Noturus sp.,NA,
Noturus phaeus,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;phaeus,
Noturus funebris,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;funebris,
Noturus nocturnus,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;nocturnus,
Noturus gilberti,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;gilberti,
Noturus exilis,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;exilis,
Noturus leptacanthus,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;leptacanthus,
Noturus lachneri,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;lachneri,
Noturus gyrinus,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;gyrinus,
Noturus placidus,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;placidus,
Noturus flavipinnis,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;flavipinnis,
Noturus hildebrandi,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;hildebrandi,
Noturus miurus,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;miurus,
Noturus taylori,Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Noturus;taylori,
Gymnothorax leucostigma,NA,
Histiobranchus bathybius,Animalia;Chordata;Teleostei;Anguilliformes;Synaphobranchidae;Histiobranchus;bathybius,
Avocettina infans,Animalia;Chordata;Teleostei;Anguilliformes;Nemichthyidae;Avocettina;infans,
Albula glossodonta,Animalia;Chordata;Teleostei;Albuliformes;Albulidae;Albula;glossodonta,
Choerodon oligacanthus,Animalia;Chordata;Teleostei;Eupercaria/misc;Labridae;Choerodon;oligacanthus,
Polyodon spathula,Animalia;Chordata;Chondrostei;Acipenseriformes;Polyodontidae;Polyodon;spathula,
Acipenser brevirostrum,Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Acipenser;brevirostrum,
Acipenser medirostris,Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Acipenser;medirostris,
Scaphirhynchus platorynchus,Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Scaphirhynchus;platorynchus,
Scaphirhynchus albus,Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Scaphirhynchus;albus,
Scaphirhynchus suttkusi,Animalia;Chordata;Chondrostei;Acipenseriformes;Acipenseridae;Scaphirhynchus;suttkusi,
Pimephales promelas,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Pimephales;promelas,
Cynoscion arenarius,Animalia;Chordata;Teleostei;Eupercaria/misc;Sciaenidae;Cynoscion;arenarius,
Cynoscion nebulosus,Animalia;Chordata;Teleostei;Eupercaria/misc;Sciaenidae;Cynoscion;nebulosus,
Salmo salar,Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;salar,
Stenobrachius leucopsarus,Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Stenobrachius;leucopsarus,
Diaphus theta,Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Diaphus;theta,
Protomyctophum crockeri,Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Protomyctophum;crockeri,
Tarletonbeania crenularis,Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;Tarletonbeania;crenularis,
Aethotaxis mitopteryx,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Aethotaxis;mitopteryx,
Champsocephalus gunnari,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Channichthyidae;Champsocephalus;gunnari,
Harpagifer antarcticus,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Harpagiferidae;Harpagifer;antarcticus,
Gobionotothen acuta,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Gobionotothen;acuta,
Lepidonotothen nudifrons,NA,
Lepidonotothen squamifrons,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Lepidonotothen;squamifrons,
Indonotothenia cyanobrancha,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Indonotothenia;cyanobrancha,
Notothenia rossii,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Notothenia;rossii,
Patagonotothen tessellata,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Patagonotothen;tessellata,
Trematomus eulepidotus,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Trematomus;eulepidotus,
Pleuragramma antarctica,NA,
Trematomus bernacchii,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Trematomus;bernacchii,
Trematomus newnesi,Animalia;Chordata;Teleostei;Perciformes/Notothenioidei;Nototheniidae;Trematomus;newnesi,
Coris julis,Animalia;Chordata;Teleostei;Eupercaria/misc;Labridae;Coris;julis,
Hybopsis dorsalis,NA,
Notropis boucardi,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Notropis;boucardi,
Hybopsis amblops,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybopsis;amblops,
Hybopsis amnis,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybopsis;amnis,
Hybopsis hypsinotus,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybopsis;hypsinotus,
Hybopsis lineapunctata,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybopsis;lineapunctata,
Hybopsis rubrifrons,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybopsis;rubrifrons,
Hybopsis cf. winchelli,NA,
Hybopsis winchelli,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Hybopsis;winchelli,
Hybopsis zanema,NA,
Synodus intermedius,Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;Synodus;intermedius,
Aphredoderus sayanus,Animalia;Chordata;Teleostei;Percopsiformes;Aphredoderidae;Aphredoderus;sayanus,
Pollachius virens,Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;virens,
Merluccius bilinearis,Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;bilinearis,
Petrotyx sanguineus,Animalia;Chordata;Teleostei;Ophidiiformes;Bythitidae;Petrotyx;sanguineus,
Opsanus tau,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Opsanus;tau,
Scopeloberyx robustus,Animalia;Chordata;Teleostei;Beryciformes;Melamphaidae;Scopeloberyx;robustus,
Zenopsis nebulosus,NA,
Beryx sp.,NA,
Sargocentron coruscum,Animalia;Chordata;Teleostei;Holocentriformes;Holocentridae;Sargocentron;coruscum,
Mastacembelus sp.,NA,
Melanotaenia splendida,Animalia;Chordata;Teleostei;Atheriniformes;Melanotaeniidae;Melanotaenia;splendida,
Mugil curema,Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;Mugil;curema,
Atherinomorus stipes,Animalia;Chordata;Teleostei;Atheriniformes;Atherinidae;Atherinomorus;stipes,
Strongylura notata,Animalia;Chordata;Teleostei;Beloniformes;Belonidae;Strongylura;notata,
Gambusia affinis,Animalia;Chordata;Teleostei;Cyprinodontiformes;Poeciliidae;Gambusia;affinis,
Morone chrysops,Animalia;Chordata;Teleostei;Eupercaria/misc;Moronidae;Morone;chrysops,
Melichthys niger,Animalia;Chordata;Teleostei;Tetraodontiformes;Balistidae;Melichthys;niger,
Bothus lunatus,Animalia;Chordata;Teleostei;Pleuronectiformes;Bothidae;Bothus;lunatus,
Salvelinus fontinalis,Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salvelinus;fontinalis,
Salvelinus alpinus,Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salvelinus;alpinus,
Chrosomus eos,Animalia;Chordata;Teleostei;Cypriniformes;Leuciscidae;Chrosomus;eos,
Opsanus beta,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Opsanus;beta,
Opsanus pardus,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Opsanus;pardus,
Opsanus phobetron,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Opsanus;phobetron,
Halobatrachus didactylus,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Halobatrachus;didactylus,
Allenbatrachus grunniens,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Allenbatrachus;grunniens,
Porichthys notatus,Animalia;Chordata;Teleostei;Batrachoidiformes;Batrachoididae;Porichthys;notatus,
Latimeria menadoensis,Animalia;Chordata;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;menadoensis,
Mustelus mustelus,Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Triakidae;Mustelus;mustelus,
Mustelus asterias,Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Triakidae;Mustelus;asterias,
Mustelus punctulatus,Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Triakidae;Mustelus;punctulatus,
Acanthocybium solandri,Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Acanthocybium;solandri,
Boulengeromyrus knoepffleri,Animalia;Chordata;Teleostei;Osteoglossiformes;Mormyridae;Boulengeromyrus;knoepffleri,
Brienomyrus brachyistius,Animalia;Chordata;Teleostei;Osteoglossiformes;Mormyridae;Brienomyrus;brachyistius,
Paramormyrops hopkinsi,Animalia;Chordata;Teleostei;Osteoglossiformes;Mormyridae;Paramormyrops;hopkinsi,
Paramormyrops longicaudatus,Animalia;Chordata;Teleostei;Osteoglossiformes;Mormyridae;Paramormyrops;longicaudatus,
Brevimyrus niger,Animalia;Chordata;Teleostei;Osteoglossiformes;Mormyridae;Brevimyrus;niger,
Paramormyrops batesii,Animalia;Chordata;Teleostei;Osteoglossiformes;Mormyridae;Paramormyrops;batesii,
